"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)","Mapping: RIM Mapping"
"HIVD","HIVD","","","",0,*,"","","","null {[]} {[]}
","HIV.D Care-Treatment Logical Model","Logical Model for HIV.D Care-Treatment data elements.","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"HIVD.typeOfSpecimen","HIVD.typeOfSpecimen","","","",1,1,"","","","string {[]} {[]}
","Type of specimen","Type of specimen to be collected","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE813
",,,,"HIVD.typeOfSpecimen",1,1,"",""
"HIVD.blood","HIVD.blood","","","",1,1,"","","","string {[]} {[]}
","Blood","Blood specimen to be collected","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE814
",,,,"HIVD.blood",1,1,"",""
"HIVD.urine","HIVD.urine","","","",1,1,"","","","string {[]} {[]}
","Urine","Urine specimen to be collected","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE815
",,,,"HIVD.urine",1,1,"",""
"HIVD.cervicalOrVaginalSwab","HIVD.cervicalOrVaginalSwab","","","",1,1,"","","","string {[]} {[]}
","Cervical or vaginal swab","Cervical or vaginal swab to be collected","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE816
",,,,"HIVD.cervicalOrVaginalSwab",1,1,"",""
"HIVD.urethralOrPenileSwab","HIVD.urethralOrPenileSwab","","","",1,1,"","","","string {[]} {[]}
","Urethral or penile swab","Urethral or penile swab to be collected","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE817
",,,,"HIVD.urethralOrPenileSwab",1,1,"",""
"HIVD.rectalSwab","HIVD.rectalSwab","","","",1,1,"","","","string {[]} {[]}
","Rectal swab","Rectal swab to be collected","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE818
",,,,"HIVD.rectalSwab",1,1,"",""
"HIVD.speOther","HIVD.speOther","","","",1,1,"","","","string {[]} {[]}
","Other","Other specimen type to be collected","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE819
",,,,"HIVD.speOther",1,1,"",""
"HIVD.speOtherTypeOfSpecimenSpecify","HIVD.speOtherTypeOfSpecimenSpecify","","","",1,1,"","","","string {[]} {[]}
","Other type of specimen (specify)","Other specimen type to be collected (specify)","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE820
",,,,"HIVD.speOtherTypeOfSpecimenSpecify",1,1,"",""
"HIVD.syphilisTestType","HIVD.syphilisTestType","","","",1,1,"","","","string {[]} {[]}
","Syphilis test type","Type of diagnostic test used for syphilis (Treponema pallidum)","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE821
",,,,"HIVD.syphilisTestType",1,1,"",""
"HIVD.treponemal","HIVD.treponemal","","","",1,1,"","","","string {[]} {[]}
","Treponemal","Treponemal test used","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE822
",,,,"HIVD.treponemal",1,1,"",""
"HIVD.nonTreponemal","HIVD.nonTreponemal","","","",1,1,"","","","string {[]} {[]}
","Non-treponemal","Non-treponemal test used","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE823
",,,,"HIVD.nonTreponemal",1,1,"",""
"HIVD.pocTest","HIVD.pocTest","","","",1,1,"","","","string {[]} {[]}
","POC Test","Point-of-care (POC) test used","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE824
",,,,"HIVD.pocTest",1,1,"",""
"HIVD.syptNaat","HIVD.syptNaat","","","",1,1,"","","","string {[]} {[]}
","NAAT","Nucleic Acid Amplification Test (NAAT) used","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE825
",,,,"HIVD.syptNaat",1,1,"",""
"HIVD.tstOther","HIVD.tstOther","","","",1,1,"","","","string {[]} {[]}
","Other","Other test used","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE826
",,,,"HIVD.tstOther",1,1,"",""
"HIVD.otherSyphilisTestTypeSpecify","HIVD.otherSyphilisTestTypeSpecify","","","",1,1,"","","","string {[]} {[]}
","Other syphilis test type (specify)","Other test used (specify)","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE827
",,,,"HIVD.otherSyphilisTestTypeSpecify",1,1,"",""
"HIVD.neisseriaGonorrhoeaeTestType","HIVD.neisseriaGonorrhoeaeTestType","","","",1,1,"","","","string {[]} {[]}
","Neisseria gonorrhoeae test type","Type of diagnostic test used for Neisseria gonorrhoeae","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE828
",,,,"HIVD.neisseriaGonorrhoeaeTestType",1,1,"",""
"HIVD.ngtNaat","HIVD.ngtNaat","","","",1,1,"","","","string {[]} {[]}
","NAAT","Nucleic Acid Amplification Test (NAAT) used","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE829
",,,,"HIVD.ngtNaat",1,1,"",""
"HIVD.ngtPocTest","HIVD.ngtPocTest","","","",1,1,"","","","string {[]} {[]}
","POC Test","Point-of-care (POC) test used","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE830
",,,,"HIVD.ngtPocTest",1,1,"",""
"HIVD.ngtCulture","HIVD.ngtCulture","","","",1,1,"","","","string {[]} {[]}
","Culture","Culture test used","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE831
",,,,"HIVD.ngtCulture",1,1,"",""
"HIVD.microscopy","HIVD.microscopy","","","",1,1,"","","","string {[]} {[]}
","Microscopy","Microscopy test used","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE832
",,,,"HIVD.microscopy",1,1,"",""
"HIVD.testOther","HIVD.testOther","","","",1,1,"","","","string {[]} {[]}
","Other","Other type of test used","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE833
",,,,"HIVD.testOther",1,1,"",""
"HIVD.testOtherSpecify","HIVD.testOtherSpecify","","","",1,1,"","","","string {[]} {[]}
","Other (specify)","Other type of test used (specify)","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE834
",,,,"HIVD.testOtherSpecify",1,1,"",""
"HIVD.pocTestForNeisseriaGonorrhoeaeSpecify","HIVD.pocTestForNeisseriaGonorrhoeaeSpecify","","","",1,1,"","","","string {[]} {[]}
","POC Test for Neisseria gonorrhoeae (specify)","Point-of-care (POC) test used for Neisseria gonorrhoeae (specify)","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE835
",,,,"HIVD.pocTestForNeisseriaGonorrhoeaeSpecify",1,1,"",""
"HIVD.chlamydiaTrachomatisTestType","HIVD.chlamydiaTrachomatisTestType","","","",1,1,"","","","string {[]} {[]}
","Chlamydia trachomatis test type","Type of diagnostic test used for Chlamydia trachomatis","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE836
",,,,"HIVD.chlamydiaTrachomatisTestType",1,1,"",""
"HIVD.cttNaat","HIVD.cttNaat","","","",1,1,"","","","string {[]} {[]}
","NAAT","Nucleic Acid Amplification Test (NAAT) used","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE837
",,,,"HIVD.cttNaat",1,1,"",""
"HIVD.cttPocTest","HIVD.cttPocTest","","","",1,1,"","","","string {[]} {[]}
","POC Test","Point-of-care (POC) test used","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE838
",,,,"HIVD.cttPocTest",1,1,"",""
"HIVD.cttCulture","HIVD.cttCulture","","","",1,1,"","","","string {[]} {[]}
","Culture","Culture test used","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE839
",,,,"HIVD.cttCulture",1,1,"",""
"HIVD.elisa","HIVD.elisa","","","",1,1,"","","","string {[]} {[]}
","ELISA","ELISA test used","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE840
",,,,"HIVD.elisa",1,1,"",""
"HIVD.cttMicroscopy","HIVD.cttMicroscopy","","","",1,1,"","","","string {[]} {[]}
","Microscopy","Microscopy test used","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE841
",,,,"HIVD.cttMicroscopy",1,1,"",""
"HIVD.cttOther","HIVD.cttOther","","","",1,1,"","","","string {[]} {[]}
","Other","Other type of test used","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE842
",,,,"HIVD.cttOther",1,1,"",""
"HIVD.cttOtherTestForChlamydiaSpecify","HIVD.cttOtherTestForChlamydiaSpecify","","","",1,1,"","","","string {[]} {[]}
","Other test for Chlamydia (specify)","Other type of test used for Chlaymdia (specify)","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE843
",,,,"HIVD.cttOtherTestForChlamydiaSpecify",1,1,"",""
"HIVD.pocTestTypeForChlamydiaTestSpecify","HIVD.pocTestTypeForChlamydiaTestSpecify","","","",1,1,"","","","string {[]} {[]}
","POC Test type for Chlamydia test (specify)","Point-of-care (POC) test used for Chlamydia (specify)","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE844
",,,,"HIVD.pocTestTypeForChlamydiaTestSpecify",1,1,"",""
"HIVD.trichomonasVaginalisTestType","HIVD.trichomonasVaginalisTestType","","","",1,1,"","","","string {[]} {[]}
","Trichomonas vaginalis test type","Type of diagnostic test used for Trichomonas vaginalis","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE845
",,,,"HIVD.trichomonasVaginalisTestType",1,1,"",""
"HIVD.tvtNaat","HIVD.tvtNaat","","","",1,1,"","","","string {[]} {[]}
","NAAT","Nucleic Acid Amplification Test (NAAT) used","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE846
",,,,"HIVD.tvtNaat",1,1,"",""
"HIVD.tvtPocTest","HIVD.tvtPocTest","","","",1,1,"","","","string {[]} {[]}
","POC Test","Point-of-care (POC) test used","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE847
",,,,"HIVD.tvtPocTest",1,1,"",""
"HIVD.tvtCulture","HIVD.tvtCulture","","","",1,1,"","","","string {[]} {[]}
","Culture","Culture test used","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE848
",,,,"HIVD.tvtCulture",1,1,"",""
"HIVD.tvtMicroscopy","HIVD.tvtMicroscopy","","","",1,1,"","","","string {[]} {[]}
","Microscopy","Microscopy test used","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE849
",,,,"HIVD.tvtMicroscopy",1,1,"",""
"HIVD.tvtOther","HIVD.tvtOther","","","",1,1,"","","","string {[]} {[]}
","Other","Other type of test used","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE850
",,,,"HIVD.tvtOther",1,1,"",""
"HIVD.tvtOtherSpecify","HIVD.tvtOtherSpecify","","","",1,1,"","","","string {[]} {[]}
","Other (specify)","Other type of test used (specify)","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE851
",,,,"HIVD.tvtOtherSpecify",1,1,"",""
"HIVD.pocTestTypeForTrichomonasVaginalisTestSpecify","HIVD.pocTestTypeForTrichomonasVaginalisTestSpecify","","","",1,1,"","","","string {[]} {[]}
","POC Test type for Trichomonas vaginalis test (specify)","Point-of-care (POC) test used (specify)","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE852
",,,,"HIVD.pocTestTypeForTrichomonasVaginalisTestSpecify",1,1,"",""
"HIVD.herpesSimplexVirusHsvTestType","HIVD.herpesSimplexVirusHsvTestType","","","",1,1,"","","","string {[]} {[]}
","Herpes simplex virus (HSV) test type","Type of diagnostic test used for Herpes simplex virus (HSV)","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE853
",,,,"HIVD.herpesSimplexVirusHsvTestType",1,1,"",""
"HIVD.hsvtNaat","HIVD.hsvtNaat","","","",1,1,"","","","string {[]} {[]}
","NAAT","Nucleic Acid Amplification Test (NAAT) used","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE854
",,,,"HIVD.hsvtNaat",1,1,"",""
"HIVD.antibodyTest","HIVD.antibodyTest","","","",1,1,"","","","string {[]} {[]}
","Antibody test ","Antibody test used","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE855
",,,,"HIVD.antibodyTest",1,1,"",""
"HIVD.hsvtOther","HIVD.hsvtOther","","","",1,1,"","","","string {[]} {[]}
","Other","Other type of test used","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE856
",,,,"HIVD.hsvtOther",1,1,"",""
"HIVD.hsvtOtherSpecify","HIVD.hsvtOtherSpecify","","","",1,1,"","","","string {[]} {[]}
","Other (specify)","Other type of test used for Herpes simplex virus (HSV) test (specify)","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE857
",,,,"HIVD.hsvtOtherSpecify",1,1,"",""
"HIVD.mycoplasmaGenitaliumTestType","HIVD.mycoplasmaGenitaliumTestType","","","",1,1,"","","","string {[]} {[]}
","Mycoplasma genitalium test type","Type of diagnostic test used for Mycoplasma genitalium","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE858
",,,,"HIVD.mycoplasmaGenitaliumTestType",1,1,"",""
"HIVD.mgtNaat","HIVD.mgtNaat","","","",1,1,"","","","string {[]} {[]}
","NAAT","Nucleic Acid Amplification Test (NAAT) used","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE859
",,,,"HIVD.mgtNaat",1,1,"",""
"HIVD.mgtMicroscopy","HIVD.mgtMicroscopy","","","",1,1,"","","","string {[]} {[]}
","Microscopy ","Microscopy test used","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE860
",,,,"HIVD.mgtMicroscopy",1,1,"",""
"HIVD.mgtOther","HIVD.mgtOther","","","",1,1,"","","","string {[]} {[]}
","Other","Other type of test used","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE861
",,,,"HIVD.mgtOther",1,1,"",""
"HIVD.mgtOtherSpecify","HIVD.mgtOtherSpecify","","","",1,1,"","","","string {[]} {[]}
","Other (specify)","Other type of test used for Mycoplasma genitalium test (specify)","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE862
",,,,"HIVD.mgtOtherSpecify",1,1,"",""
"HIVD.testTypeForOtherStiTestedForSpecify","HIVD.testTypeForOtherStiTestedForSpecify","","","",1,1,"","","","string {[]} {[]}
","Test type for other STI tested for (specify)","Test type used for the other specified STI","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE863
",,,,"HIVD.testTypeForOtherStiTestedForSpecify",1,1,"",""
"HIVD.stiTestResult","HIVD.stiTestResult","","","",1,1,"","","","string {[]} {[]}
","STI test result","Result from STI test","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE864
",,,,"HIVD.stiTestResult",1,1,"",""
"HIVD.ostiPositive","HIVD.ostiPositive","","","",1,1,"","","","string {[]} {[]}
","Positive","Test result is positive","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE865
",,,,"HIVD.ostiPositive",1,1,"",""
"HIVD.ostiNegative","HIVD.ostiNegative","","","",1,1,"","","","string {[]} {[]}
","Negative","Test result is negative","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE866
",,,,"HIVD.ostiNegative",1,1,"",""
"HIVD.ostiInconclusive","HIVD.ostiInconclusive","","","",1,1,"","","","string {[]} {[]}
","Inconclusive","Test result is inconclusive","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE867
",,,,"HIVD.ostiInconclusive",1,1,"",""
"HIVD.dateOfStiConfirmatoryTest","HIVD.dateOfStiConfirmatoryTest","","","",1,1,"","","","string {[]} {[]}
","Date of STI confirmatory test","Date of STI confirmatory test","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE868
",,,,"HIVD.dateOfStiConfirmatoryTest",1,1,"",""
"HIVD.confirmatorySyphilisTestType","HIVD.confirmatorySyphilisTestType","","","",1,1,"","","","string {[]} {[]}
","Confirmatory syphilis test type","Type of test ued for confirmatory syphilis test","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE869
",,,,"HIVD.confirmatorySyphilisTestType",1,1,"",""
"HIVD.csTreponemal","HIVD.csTreponemal","","","",1,1,"","","","string {[]} {[]}
","Treponemal","Treponemal test used","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE870
",,,,"HIVD.csTreponemal",1,1,"",""
"HIVD.csNonTreponemal","HIVD.csNonTreponemal","","","",1,1,"","","","string {[]} {[]}
","Non-treponemal","Non-treponemal test used","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE871
",,,,"HIVD.csNonTreponemal",1,1,"",""
"HIVD.csPocTest","HIVD.csPocTest","","","",1,1,"","","","string {[]} {[]}
","POC Test","Point-of-care (POC) test used","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE872
",,,,"HIVD.csPocTest",1,1,"",""
"HIVD.csNaat","HIVD.csNaat","","","",1,1,"","","","string {[]} {[]}
","NAAT","Nucleic Acid Amplification Test (NAAT) used","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE873
",,,,"HIVD.csNaat",1,1,"",""
"HIVD.csOther5","HIVD.csOther5","","","",1,1,"","","","string {[]} {[]}
","Other","Other test used","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE874
",,,,"HIVD.csOther5",1,1,"",""
"HIVD.csOtherSpecify5","HIVD.csOtherSpecify5","","","",1,1,"","","","string {[]} {[]}
","Other (specify)","Other test used for confirmatory syphilis test (specify)","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE875
",,,,"HIVD.csOtherSpecify5",1,1,"",""
"HIVD.confirmatoryTestTypeForOtherStiSpecify","HIVD.confirmatoryTestTypeForOtherStiSpecify","","","",1,1,"","","","string {[]} {[]}
","Confirmatory test type for other STI (specify)","Confirmatory test type for other STI","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE876
",,,,"HIVD.confirmatoryTestTypeForOtherStiSpecify",1,1,"",""
